Energy Abs,Absorbance,18,Energy Idler,Power,Efficiency (x10^-10),,Energy Theory,Theory
1.52E+00,1.55E-02,0.279,,,,,,
1.52E+00,1.54E-02,0.2772,,,,,,
1.52E+00,1.53E-02,0.2754,,,,,,
1.51E+00,1.52E-02,0.2736,,,,,,
1.51E+00,1.50E-02,0.27,,,,,,
1.51E+00,1.49E-02,0.2682,,,,,,
1.51E+00,1.48E-02,0.2664,,,,,,
1.51E+00,1.47E-02,0.2646,,,,,,
1.51E+00,1.45E-02,0.261,,,,,,
1.51E+00,1.45E-02,0.261,,,,,,
1.51E+00,1.44E-02,0.2592,,,,,,
1.51E+00,1.43E-02,0.2574,,,,,,
1.51E+00,1.43E-02,0.2574,,,,,,
1.50E+00,1.42E-02,0.2556,,,,,,
1.50E+00,1.41E-02,0.2538,,,,,,
1.50E+00,1.40E-02,0.252,,,,,,
1.50E+00,1.39E-02,0.2502,,,,,,
1.50E+00,1.39E-02,0.2502,,,,,,
1.50E+00,1.38E-02,0.2484,,,,,,
1.50E+00,1.37E-02,0.2466,,,,,,
1.50E+00,1.37E-02,0.2466,,,,,,
1.50E+00,1.36E-02,0.2448,,,,,,
1.50E+00,1.35E-02,0.243,,,,,,
1.50E+00,1.35E-02,0.243,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.00E-03,0.108,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.30E-03,0.1134,,,,,,
1.13E+00,6.20E-03,0.1116,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.00E-03,0.108,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
1.13E+00,6.10E-03,0.1098,,,,,,
