4.4122339,4.5255726,4.6297494,4.5992994,4.8328213,4.5992994,4.6374562,4.8024791,4.7435732,4.4321746,4.3468068,4.3098356,4.1186203,4.1916465,4.2185934,4.2298033,4.1341417,4.327944,4.1410402,4.404581,4.5547292
4.2829965,4.1917004,4.2561035,4.1135004,4.6763676,4.4750202,4.3694422,4.2711399,4.6385341,4.3235247,4.1907303,3.889841,4.0748046,3.9123147,4.0727567,3.9151711,4.0559418,3.466505,5.1188359,4.450229,4.5068176
4.2515225,4.3189976,4.1571544,4.2883859,4.2620857,4.2922123,4.3188359,4.2922123,4.3188359,4.3701428,3.8307734,4.0409593,3.8305039,3.9302614,3.8767987,3.504069,4.2265158,4.0265697,4.3000269,4.3034762,4.3449744
4.0779844,4.1405012,4.0222582,4.4999731,4.4490973,4.3876044,4.4148208,4.2818108,4.177149,3.9777418,3.9117758,3.9204527,3.8991646,3.9654541,3.9204527,4.0727567,4.0714632,4.0920507,4.2606845,4.4094853,4.3464295
4.226408,4.1346268,4.2567502,4.2870924,4.2870924,4.3269739,4.4359472,4.0721638,3.9888979,3.9888979,3.7924549,3.756831,3.9661547,3.8930746,3.8313123,4.086823,3.8235516,4.3403934,4.2748585,4.2628402,4.4717327
4.0264619,4.047696,4.1145244,4.2749124,4.2536244,4.1485853,4.0183239,4.292374,3.9800054,3.9322555,3.754837,4.019294,3.8021019,3.4092697,3.9824306,3.9216384,3.76955,4.2735651,4.2605767,4.4252762,4.5241714
3.8415521,4.2534627,4.2672056,4.2534627,4.2776071,4.3207222,4.0642414,4.005066,4.0210186,3.8458636,3.7214767,3.9752088,3.881218,3.5905147,3.8494745,3.9554298,3.9554298,4.1572622,4.2363244,4.3794126,4.4737268
3.7549987,4.0495823,3.9917004,4.004042,4.004042,3.9898141,4.004042,3.6863379,3.8296955,3.725896,3.7886823,3.9559148,3.8448397,4.0217192,3.8483967,3.8939908,4.0357316,4.1018593,4.3084344,4.4065212,4.5893829
3.8514686,3.9713285,3.9742387,4.0737268,4.036055,4.0500135,3.8487739,4.1574778,3.9157101,3.8763676,3.9056319,3.9056319,3.8763676,3.9648073,3.9075182,3.9300997,4.0029642,4.0612234,4.3312854,4.3701428,4.5946106
3.8621396,3.8634869,3.9063325,3.8607922,3.4967394,4.1244409,3.559903,3.9762867,3.5368364,3.877176,4.0710321,3.9298841,4.0256535,4.0256535,3.9298841,4.1258421,4.1072487,4.0598222,4.3338184,4.5990838,4.2564807
